Arc Center Distance,Diameter,Width,Pitch,Blade Count,Rotational Speed,Thrust
1.25,11,1.25,45,3,1500,103.3984438
1.25,11,1.25,45,3,2000,155.5182822
1.25,11,1.25,60,3,500,4.067984851
1.25,11,1.25,60,3,1000,15.86337268
1.25,11,1.25,60,3,1500,27.48009661
1.25,11,1.25,60,3,2000,65.38085909
1.25,11,1.5,30,3,500,9.018796592
1.25,11,1.5,30,3,1000,36.54278236
1.25,11,1.5,30,3,1500,83.64702579
1.25,11,1.5,30,3,2000,149.8238033
1.75,7,0.75,30,3,1500,2.44849826
1.75,7,0.75,30,3,2000,4.278032609
1.75,7,0.75,30,3,2500,6.607421321
1.75,7,0.75,45,3,2500,7.49335663
1.75,7,1.5,30,3,500,0.5735415552
1.75,7,1.5,30,3,1000,2.340917064
1.75,7,1.5,30,3,1500,5.219555797
1.75,7,1.5,30,3,2000,8.524718387
1.75,7,1.5,30,3,2500,12.43594416
1.75,9,0.25,30,3,500,0.4223247251
1.75,9,0.25,30,3,1000,1.425432749
1.75,9,0.25,30,3,1500,3.703076923
1.75,9,0.25,45,3,500,0.4569381893
1.75,9,0.25,45,3,1000,1.83575749
1.75,9,0.25,45,3,1500,4.188963932
1.75,9,0.25,45,3,2000,5.843217184
1.75,9,0.25,60,3,1000,1.874642335
1.75,9,0.25,60,3,1500,4.513827133
1.75,9,0.25,60,3,2000,7.032668055
1.75,9,0.75,30,3,500,3.199353978
1.75,9,0.75,30,3,1000,13.01677233
1.75,9,0.75,30,3,1500,26.54209693
1.75,9,0.75,30,3,2000,49.60799011
1.75,9,0.75,30,3,2500,53.39452878
1.75,9,0.75,45,3,500,1.025601497
1.75,9,0.75,45,3,1000,4.052052373
1.75,9,0.75,45,3,1500,8.816958486
1.75,9,0.75,45,3,2000,15.10210532
1.75,9,0.75,45,3,2500,22.20296488
1.75,9,0.75,60,3,500,0.8205196498
1.75,9,0.75,60,3,1000,3.199518481
1.75,9,0.75,60,3,1500,7.214963362
1.75,9,0.75,60,3,2500,19.31138283
1.75,9,1.25,30,3,500,3.871605941
1.75,9,1.25,30,3,1000,13.54224192
1.75,9,1.25,30,3,1500,41.25352086
1.75,9,1.25,30,3,2000,78.90164779
1.75,9,1.25,30,3,2500,108.5891068
1.75,9,1.25,45,3,500,1.270300087
1.75,9,1.25,45,3,1000,5.338693715
1.75,9,1.25,45,3,1500,12.31438118
1.75,9,1.25,45,3,2500,31.63360732
1.75,9,1.5,30,3,500,4.005583263
1.75,9,1.5,30,3,1000,16.27744748
1.75,9,1.5,30,3,1500,36.5945943
1.75,9,1.5,30,3,2000,53.45750324
1.75,9,1.5,30,3,2500,80.70834766
1.75,9,1.5,45,3,500,2.070925134
1.75,9,1.5,45,3,1000,7.828277389
1.75,9,1.5,45,3,1500,18.48199293
1.75,9,1.5,45,3,2500,54.56683656
1.75,11,0.25,30,3,500,0.8298600935
1.75,11,0.25,30,3,1000,3.359418786
1.75,11,0.25,30,3,1500,5.498818222
1.75,11,0.25,45,3,500,0.924208313
1.75,11,0.25,45,3,1000,3.765351297
1.75,11,0.25,45,3,1500,7.775220226
1.75,11,0.25,60,3,500,0.9946350411
1.75,11,0.25,60,3,1000,4.078827001
1.75,11,0.25,60,3,1500,9.170903979
1.75,11,0.25,60,3,2000,11.46572361
1.75,11,0.75,30,3,1000,21.69634992
1.75,11,0.75,30,3,1500,50.14919127
1.75,11,0.75,30,3,2000,59.04822712
1.75,11,0.75,45,3,500,7.407078968
1.75,11,0.75,45,3,1000,26.50897228
1.75,11,0.75,45,3,1500,52.31204863
1.75,11,0.75,45,3,2000,112.3177569
1.75,11,0.75,60,3,500,2.571330169
1.75,11,0.75,60,3,1500,28.92622874
1.75,11,1.25,30,3,500,8.631152253
1.75,11,1.25,30,3,1000,34.23990925
1.75,11,1.25,30,3,1500,97.62133227
1.75,11,1.25,30,3,2000,150.8275011
1.75,11,1.25,45,3,500,8.047969385
1.75,11,1.25,45,3,1000,41.76080689
1.75,11,1.25,45,3,1500,71.26752082
1.75,11,1.25,45,3,2000,126.3064724
1.75,11,1.25,60,3,500,3.453377647
1.75,11,1.25,60,3,1000,14.40545626
1.75,11,1.25,60,3,1500,33.90476038
1.75,11,1.25,60,3,2000,43.54018513
1.75,11,1.5,30,3,500,8.37788013
1.75,11,1.5,30,3,1000,33.3612425
1.75,11,1.5,30,3,1500,73.58266857
1.75,11,1.5,30,3,2000,133.0888704
1.75,11,1.5,45,3,500,3.982862815
1.75,11,1.5,45,3,1000,17.31796735
1.75,11,1.5,45,3,1500,39.84905753
1.75,11,1.5,45,3,2000,65.61047681
1.75,11,1.5,60,3,500,3.956205229
1.75,11,1.5,60,3,1000,16.57791656
1.75,11,1.5,60,3,1500,33.86292903
1.75,11,1.5,60,3,2000,49.06068582
2,7,1.5,30,3,1000,1.8838103
2,7,1.5,30,3,1500,4.245917938
2,7,1.5,30,3,2000,7.142850058
2,7,1.5,30,3,2500,11.1415333
2,9,0.25,45,3,500,0.3608671136
2,9,0.25,45,3,1000,1.454018442
2,9,0.25,45,3,1500,2.996987286
2,9,0.25,60,3,500,0.1627113574
2,9,0.25,60,3,1000,0.62846694
2,9,0.25,60,3,1500,1.682786956
2,9,0.75,30,3,500,3.068236769
2,9,0.75,30,3,1000,12.06562593
2,9,0.75,30,3,1500,26.56291417
2,9,0.75,30,3,2000,45.34662203
2,9,0.75,30,3,2500,59.20676195
2,9,0.75,45,3,500,0.7454540966
2,9,0.75,45,3,1000,3.169369515
2,9,0.75,45,3,1500,8.133853125
2,9,0.75,45,3,2000,13.03089567
2,9,0.75,45,3,2500,19.27707742
2,9,0.75,60,3,500,0.9806357116
2,9,0.75,60,3,1000,3.909019983
2,9,0.75,60,3,1500,8.360350305
2,9,0.75,60,3,2000,13.62793057
2,9,0.75,60,3,2500,21.08436773
2,9,1.25,30,3,500,3.624037968
2,9,1.25,30,3,1000,14.08274385
2,9,1.25,30,3,1500,33.15613694
2,9,1.25,30,3,2000,69.64015821
2,9,1.25,30,3,2500,94.82983804
2,9,1.25,45,3,500,1.41393832
2,9,1.25,45,3,1000,5.628291667
2,9,1.25,45,3,1500,12.02984567
2,9,1.25,45,3,2000,20.71775813
2,9,1.25,45,3,2500,27.77675836
2,9,1.5,30,3,500,3.904468241
2,9,1.5,30,3,1000,12.83729328
2,9,1.5,30,3,1500,40.98489821
2,9,1.5,30,3,2000,79.45076056
2,9,1.5,30,3,2500,105.0005589
2,9,1.5,45,3,500,1.404290618
2,9,1.5,45,3,1000,5.616093366
2,9,1.5,45,3,1500,12.74282676
2,9,1.5,45,3,2000,22.38839352
2,9,1.5,45,3,2500,32.05041101
2,11,0.25,30,3,500,0.7377327048
2,11,0.25,30,3,1000,2.910265008
2,11,0.25,30,3,1500,4.921501187
2,11,0.25,45,3,500,0.8406469242
2,11,0.25,45,3,1000,3.451265561
2,11,0.25,45,3,1500,6.82398979
2,11,0.25,60,3,500,0.8597206655
2,11,0.25,60,3,1000,3.44500923
2,11,0.25,60,3,1500,7.71738397
2,11,0.25,60,3,2000,11.02849751
2,11,0.75,30,3,500,5.896731377
2,11,0.75,30,3,1000,25.18523634
2,11,0.75,30,3,1500,59.67780693
2,11,0.75,45,3,500,5.452207548
2,11,0.75,45,3,1000,25.30092621
2,11,0.75,45,3,2000,85.79082749
2,11,0.75,60,3,500,2.130293132
2,11,0.75,60,3,1000,9.99316129
2,11,0.75,60,3,1500,21.32671548
2,11,0.75,60,3,2000,36.30383756
2,11,1.25,30,3,500,8.004365001
2,11,1.25,30,3,1000,32.7241805
2,11,1.25,30,3,1500,92.95117121
2,11,1.25,30,3,2000,129.6365105
2,11,1.25,45,3,500,2.806149327
2,11,1.25,45,3,1000,10.86088009
2,11,1.25,45,3,1500,26.93267151
2,11,1.25,45,3,2000,42.44797306
2,11,1.25,60,3,1000,8.412924942
2,11,1.25,60,3,1500,25.10512834
2,11,1.25,60,3,2000,37.08621881
2,11,1.5,30,3,500,6.75556004
2,11,1.5,30,3,1000,32.69525956
2,11,1.5,30,3,1500,101.3031492
2,11,1.5,30,3,2000,140.0011017
0.25,3,0.25,45,2,1000,0.169959514
0.25,3,0.25,45,2,1500,0.3893030205
0.25,3,0.25,45,2,2000,0.7026359533
0.25,3,0.25,45,2,2500,1.094853398
0.25,3,0.25,60,2,1000,0.08398397829
0.25,3,0.25,60,2,1500,0.1895737887
0.25,3,0.25,60,2,2000,0.3320417926
0.25,3,0.25,60,2,2500,0.5189857482
0.25,3,0.75,30,2,500,0.08281173358
0.25,3,0.75,30,2,1000,0.2690581442
0.25,3,0.75,30,2,1500,0.6246263467
0.25,3,0.75,30,2,2000,1.155041426
0.25,3,0.75,30,2,2500,1.829840579
0.25,3,0.75,45,2,1000,0.1811420085
0.25,3,0.75,45,2,1500,0.4109810852
0.25,3,0.75,45,2,2000,0.7232747453
0.25,3,0.75,45,2,2500,1.141807166
0.25,5,0.25,45,2,500,0.209499156
0.25,5,0.25,45,2,1000,0.7677569647
0.25,5,0.25,45,2,1500,1.859596823
0.25,5,0.25,45,2,2000,3.208917042
0.25,5,0.25,45,2,2500,5.07516319
0.25,5,0.25,60,2,500,0.1997202596
0.25,5,0.25,60,2,1000,0.916967862
0.25,5,0.25,60,2,1500,2.046009199
0.25,5,0.25,60,2,2000,3.601504428
0.25,5,0.25,60,2,2500,5.587618014
0.25,5,0.75,30,2,500,0.6005717574
0.25,5,0.75,30,2,1000,1.763251155
0.25,5,0.75,30,2,1500,3.894413656
0.25,5,0.75,30,2,2000,6.760374887
0.25,5,0.75,30,2,2500,10.21487333
0.25,5,0.75,45,2,500,0.4439894301
0.25,5,0.75,45,2,1000,1.756059672
0.25,5,0.75,45,2,1500,3.953914545
0.25,5,0.75,45,2,2000,7.034738297
0.25,5,0.75,45,2,2500,10.90710754
0.25,5,0.75,60,2,1500,1.597179137
0.25,5,0.75,60,2,2000,2.84648969
0.25,5,0.75,60,2,2500,4.46901333
0.25,5,1.25,30,2,500,0.7434906122
0.25,5,1.25,30,2,1000,2.257634821
0.25,5,1.25,30,2,1500,4.874146048
0.25,5,1.25,30,2,2000,9.07738499
0.25,5,1.25,30,2,2500,14.03355612
0.25,5,1.25,45,2,500,0.459741395
0.25,5,1.25,45,2,1000,1.709222342
0.25,5,1.25,45,2,1500,4.023317492
0.25,5,1.25,45,2,2000,6.987414733
0.25,5,1.25,45,2,2500,11.2266361
0.25,5,1.5,30,2,500,0.4904225218
0.25,5,1.5,30,2,1000,1.917601983
0.25,5,1.5,30,2,1500,4.265344432
0.25,5,1.5,30,2,2000,7.606365152
0.25,5,1.5,30,2,2500,11.83811103
0.25,7,0.25,45,2,500,0.500145037
0.25,7,0.25,45,2,1000,2.140801476
0.25,7,0.25,45,2,1500,4.786518159
0.25,7,0.25,45,2,2000,8.763298585
0.25,7,0.25,45,2,2500,13.35599417
0.25,7,0.25,60,2,500,0.5941083445
0.25,7,0.25,60,2,1000,2.632496076
0.25,7,0.25,60,2,1500,6.03000395
0.25,7,0.25,60,2,2000,10.42488418
0.25,7,0.25,60,2,2500,16.28795341
0.25,7,0.75,30,2,500,1.716225209
0.25,7,0.75,30,2,1000,4.967586126
0.25,7,0.75,30,2,1500,10.64491358
0.25,7,0.75,30,2,2000,18.75072678
0.25,7,0.75,30,2,2500,28.40706122
0.25,7,0.75,45,2,500,1.848529985
0.25,7,0.75,45,2,1000,6.762595944
0.25,7,0.75,45,2,1500,15.01900728
0.25,7,0.75,45,2,2000,27.00457147
0.25,7,0.75,45,2,2500,41.82434937
0.25,7,0.75,60,2,500,0.6122113387
0.25,7,0.75,60,2,1000,3.058748171
0.25,7,0.75,60,2,1500,6.811035371
0.25,7,0.75,60,2,2000,11.93321667
0.25,7,0.75,60,2,2500,18.29416316
0.25,7,1.25,30,2,500,2.757734963
0.25,7,1.25,30,2,1000,8.021377082
0.25,7,1.25,30,2,1500,17.57899776
0.25,7,1.25,30,2,2000,32.64373585
0.25,7,1.25,30,2,2500,54.0720937
0.25,7,1.25,45,2,500,2.484315024
0.25,7,1.25,45,2,1000,7.962828167
0.25,7,1.25,45,2,1500,18.11237918
0.25,7,1.25,45,2,2000,32.25265014
0.25,7,1.25,45,2,2500,50.014181
0.25,7,1.25,60,2,500,1.14318757
0.25,7,1.25,60,2,1000,4.931053653
0.25,7,1.25,60,2,1500,11.08929833
0.25,7,1.25,60,2,2000,19.90851794
0.25,7,1.25,60,2,2500,30.83089912
0.25,7,1.5,30,2,500,2.955326389
0.25,7,1.5,30,2,1000,8.815112527
0.25,7,1.5,30,2,1500,19.87860579
0.25,7,1.5,30,2,2000,37.31583675
0.25,7,1.5,30,2,2500,55.74662335
0.25,7,1.5,45,2,500,2.189006303
0.25,7,1.5,45,2,1000,8.564178086
0.25,7,1.5,45,2,1500,19.34203927
0.25,7,1.5,45,2,2000,34.15795604
0.25,7,1.5,45,2,2500,53.02308229
0.25,9,0.25,45,2,1000,3.724766969
0.25,9,0.25,45,2,1500,8.15699431
0.25,9,0.25,45,2,2000,13.9733344
0.25,9,0.25,45,2,2500,23.36178183
0.25,9,0.25,60,2,500,1.265250971
0.25,9,0.25,60,2,1000,5.741407336
0.25,9,0.25,60,2,1500,13.08391763
0.25,9,0.25,60,2,2000,23.17102197
0.25,9,0.25,60,2,2500,34.92025955
0.25,9,0.75,30,2,500,3.411393716
0.25,9,0.75,30,2,1000,11.5785134
0.25,9,0.75,30,2,1500,23.25761577
0.25,9,0.75,30,2,2000,43.36549378
0.25,9,0.75,30,2,2500,63.85817306
0.25,9,0.75,45,2,500,3.285523347
0.25,9,0.75,45,2,1000,13.16830544
0.25,9,0.75,45,2,1500,30.69744459
0.25,9,0.75,45,2,2000,54.89565623
0.25,9,0.75,45,2,2500,86.12818547
0.25,9,0.75,60,2,500,3.49671573
0.25,9,0.75,60,2,1000,13.81532787
0.25,9,0.75,60,2,1500,30.77792654
0.25,9,0.75,60,2,2000,54.24108923
0.25,9,0.75,60,2,2500,83.96879833
0.25,9,1.25,30,2,500,5.280875924
0.25,9,1.25,30,2,1000,16.15274266
0.25,9,1.25,30,2,1500,38.12321566
0.25,9,1.25,30,2,2000,60.48206322
0.25,9,1.25,30,2,2500,104.0215319
0.25,9,1.25,45,2,500,4.812692274
0.25,9,1.25,45,2,1000,19.00367572
0.25,9,1.25,45,2,1500,43.12134935
0.25,9,1.25,45,2,2000,74.80377411
0.25,9,1.25,45,2,2500,117.1016748
0.25,9,1.25,60,2,500,2.723065957
0.25,9,1.25,60,2,1000,10.59710489
0.25,9,1.25,60,2,1500,23.34922374
0.25,9,1.25,60,2,2000,41.58131169
0.25,9,1.25,60,2,2500,63.04823231
0.25,9,1.5,30,2,500,6.997037339
0.25,9,1.5,30,2,1000,18.54524646
0.25,9,1.5,30,2,1500,47.25108702
0.25,9,1.5,30,2,2000,74.60209125
0.25,9,1.5,30,2,2500,129.6165889
0.25,9,1.5,45,2,500,5.925156147
0.25,9,1.5,45,2,1000,23.32933358
0.25,9,1.5,45,2,1500,52.27679193
0.25,9,1.5,45,2,2000,92.21956698
0.25,9,1.5,45,2,2500,143.4253321
0.25,9,1.5,60,2,500,3.14395392
0.25,9,1.5,60,2,1000,13.21655436
0.25,9,1.5,60,2,1500,29.57930079
0.25,9,1.5,60,2,2000,53.60921854
0.25,9,1.5,60,2,2500,79.88039369
0.25,11,0.25,60,2,500,2.496938745
0.25,11,0.25,60,2,1000,10.51031699
0.25,11,0.25,60,2,1500,23.75902491
0.25,11,0.25,60,2,2000,41.97626002
0.25,11,0.25,60,2,2500,65.61166707
0.25,11,0.75,30,2,500,5.885372069
0.25,11,0.75,30,2,1000,16.64641608
0.25,11,0.75,45,2,500,6.060619352
0.25,11,0.75,45,2,1000,24.31042433
0.25,11,0.75,45,2,1500,52.34506319
0.25,11,0.75,45,2,2000,95.5369365
0.25,11,0.75,45,2,2500,152.3661733
0.25,11,0.75,60,2,500,6.570698908
0.25,11,0.75,60,2,1000,27.74723882
0.25,11,0.75,60,2,1500,60.06955691
0.25,11,0.75,60,2,2000,107.1601347
0.25,11,0.75,60,2,2500,170.1941731
0.25,11,1.25,30,2,500,7.651207762
0.25,11,1.25,30,2,1000,29.01931688
0.25,11,1.25,30,2,1500,69.64557898
0.25,11,1.25,30,2,2000,126.3635878
0.25,11,1.25,30,2,2500,191.4944293
0.25,11,1.25,45,2,500,11.46133102
0.25,11,1.25,45,2,1000,41.96206905
0.25,11,1.25,45,2,1500,87.73053035
0.25,11,1.25,45,2,2000,170.1179238
0.25,11,1.25,45,2,2500,265.8111541
0.25,11,1.25,60,2,500,6.862395332
0.25,11,1.25,60,2,1000,24.69137812
0.25,11,1.25,60,2,1500,55.70110544
0.25,11,1.25,60,2,2000,94.97762392
0.25,11,1.25,60,2,2500,137.5954994
0.25,11,1.5,30,2,500,13.12717267
0.25,11,1.5,30,2,1000,48.20484263
0.25,11,1.5,30,2,1500,94.44796607
0.25,11,1.5,30,2,2000,170.1845177
0.25,11,1.5,30,2,2500,249.8602886
0.25,11,1.5,45,2,500,10.56456546
0.25,11,1.5,45,2,1000,43.88446093
0.25,11,1.5,45,2,1500,98.32639374
0.25,11,1.5,45,2,2000,175.4536868
0.25,11,1.5,45,2,2500,276.0574486
0.25,11,1.5,60,2,500,4.239072246
0.25,11,1.5,60,2,1000,23.13475394
0.25,11,1.5,60,2,1500,50.98378378
0.25,11,1.5,60,2,2000,88.77032513
0.25,11,1.5,60,2,2500,127.0091764
0.75,5,0.25,45,2,500,0.1274937592
0.75,5,0.25,45,2,1000,0.5310091262
0.75,5,0.25,45,2,1500,1.189290019
0.75,5,0.25,45,2,2000,2.09541967
0.75,5,0.25,45,2,2500,3.270299934
0.75,5,0.25,60,2,1000,0.6298910063
0.75,5,0.25,60,2,1500,1.40435788
0.75,5,0.25,60,2,2000,2.4391109
0.75,5,0.25,60,2,2500,3.827561774
0.75,5,0.75,30,2,500,0.3889995204
0.75,5,0.75,30,2,1000,1.534516298
0.75,5,0.75,30,2,1500,3.495431495
0.75,5,0.75,30,2,2000,6.155560745
0.75,5,0.75,30,2,2500,9.682580637
0.75,5,0.75,45,2,500,0.2565345864
0.75,5,0.75,45,2,1000,1.066939016
0.75,5,0.75,45,2,1500,2.374547757
0.75,5,0.75,45,2,2000,4.180647486
0.75,5,0.75,45,2,2500,6.43310997
0.75,5,1.25,30,2,500,0.583997468
0.75,5,1.25,30,2,1000,2.022805976
0.75,5,1.25,30,2,1500,4.378822041
0.75,5,1.25,30,2,2000,7.989446173
0.75,5,1.25,30,2,2500,12.53784579
0.75,7,0.25,30,2,1000,1.439801118
0.75,7,0.25,45,2,500,0.4158374864
0.75,7,0.25,45,2,1000,1.643628385
0.75,7,0.25,45,2,1500,3.651238976
0.75,7,0.25,45,2,2000,6.378080047
0.75,7,0.25,45,2,2500,9.954151205
0.75,7,0.25,60,2,500,0.4357118177
0.75,7,0.25,60,2,1000,1.791631503
0.75,7,0.25,60,2,1500,4.11185453
0.75,7,0.25,60,2,2000,7.260824838
0.75,7,0.25,60,2,2500,11.28889093
0.75,7,0.75,30,2,500,1.164855603
0.75,7,0.75,30,2,1000,3.905414308
0.75,7,0.75,30,2,1500,8.368942315
0.75,7,0.75,30,2,2000,14.59996336
0.75,7,0.75,30,2,2500,22.72518256
0.75,7,0.75,45,2,500,1.318105595
0.75,7,0.75,45,2,1000,5.229525386
0.75,7,0.75,45,2,1500,11.7252948
0.75,7,0.75,45,2,2000,20.37686402
0.75,7,0.75,45,2,2500,31.76696615
0.75,7,0.75,60,2,500,0.9299510709
0.75,7,0.75,60,2,1000,3.866987933
0.75,7,0.75,60,2,1500,8.525483901
0.75,7,0.75,60,2,2000,14.7690648
0.75,7,0.75,60,2,2500,22.69167595
0.75,7,1.25,30,2,500,2.344254013
0.75,7,1.25,30,2,1000,9.022392991
0.75,7,1.25,30,2,1500,20.06431332
0.75,7,1.25,30,2,2000,35.76068761
0.75,7,1.25,30,2,2500,55.8680741
0.75,7,1.25,45,2,500,1.991300349
0.75,7,1.25,45,2,1000,7.59117389
0.75,7,1.25,45,2,1500,16.93652324
0.75,7,1.25,45,2,2000,29.78851769
0.75,7,1.25,45,2,2500,46.54704501
0.75,7,1.25,60,2,500,1.204572836
0.75,7,1.25,60,2,1000,4.764325255
0.75,7,1.25,60,2,1500,10.6290279
0.75,7,1.25,60,2,2000,18.37158592
0.75,7,1.25,60,2,2500,28.17858835
0.75,7,1.5,30,2,500,2.636765952
0.75,7,1.5,30,2,1000,9.533313081
0.75,7,1.5,30,2,1500,20.66451678
0.75,7,1.5,30,2,2000,39.00850371
0.75,7,1.5,30,2,2500,60.79068415
0.75,7,1.5,45,2,500,2.027858306
0.75,7,1.5,45,2,1000,7.263270648
0.75,7,1.5,45,2,1500,16.11618907
0.75,7,1.5,45,2,2000,28.37496482
0.75,7,1.5,45,2,2500,43.46264557
0.75,11,0.25,60,2,500,2.189359703
0.75,11,0.25,60,2,1000,8.829324701
0.75,11,0.25,60,2,1500,19.53671757
0.75,11,0.25,60,2,2000,33.8657849
0.75,11,0.25,60,2,2500,53.12665279
0.75,11,0.75,30,2,500,4.713452911
0.75,11,0.75,30,2,1000,17.0333073
0.75,11,0.75,30,2,1500,34.67446085
0.75,11,0.75,30,2,2000,59.4159207
0.75,11,0.75,30,2,2500,96.62912809
0.75,11,0.75,45,2,500,6.149793288
0.75,11,0.75,45,2,1000,26.69492109
0.75,11,0.75,45,2,1500,59.73243721
0.75,11,0.75,45,2,2000,104.4657655
0.75,11,0.75,45,2,2500,167.8528073
0.75,11,0.75,60,2,500,5.797447626
0.75,11,0.75,60,2,1000,24.61210021
0.75,11,0.75,60,2,1500,54.73926146
0.75,11,0.75,60,2,2000,95.27404132
0.75,11,0.75,60,2,2500,153.0462446
0.75,11,1.25,30,2,500,8.402344965
0.75,11,1.25,30,2,1000,31.67566206
0.75,11,1.25,30,2,1500,71.99247466
0.75,11,1.25,30,2,2000,125.0850622
0.75,11,1.25,30,2,2500,188.543854
0.75,11,1.25,45,2,500,11.88299288
0.75,11,1.25,45,2,1000,40.32706889
0.75,11,1.25,45,2,1500,78.13233778
0.75,11,1.25,45,2,2000,159.9171533
0.75,11,1.25,45,2,2500,241.1822211
0.75,11,1.25,60,2,500,6.58091107
0.75,11,1.25,60,2,1000,23.32911175
0.75,11,1.25,60,2,1500,52.00731374
0.75,11,1.25,60,2,2000,89.64258531
0.75,11,1.25,60,2,2500,129.0412256
0.75,11,1.5,30,2,500,12.09744236
0.75,11,1.5,30,2,1000,43.03471834
